Question,Answer,Age,Sex
8. Is mommy a good teacher?,KJ: uh yeah?,999,?
9. How did the Coronavirus get here?,KJ: everybody got sick,999,?
10. If you had to wear protective clothing to help what would it be?,KJ: a facemask from poppy,999,?
11. Are you enjoying lockdown?,KJ: yea I get to play outside,999,?
1. What is the Coronavirus?,- Its a virus that shut down the world and started in China,999,f
2. Who is the president?,- Donald Trump (then she said MEEEEE!!!),999,f
3. How many days have we been in lockdown?,- uhhhh I don’t know. 52?,999,f
4. Do you want to go back to school?,- why wouldn’t I!??,999,f
5. Who is the first person you are going to hug when lockdown is over?,- my grandparents,999,f
6. Where is the first place you want to go?,- School (I’ve been to the studio!),999,f
7. What do you think we can do to get rid of the Coronavirus?,- stay home and try our best to find a vaccine,999,f
8. Are mommy and daddy good teachers?,- Yeah,999,f
9. How did the Coronavirus start?,- it started by a person studying a bat in a Chinese lab. I’ve looked it up.,999,f
10. If you had to wear protective clothing to help you what would it be?,- I would put my hoodies on backwards and cut holes for the eyes,999,f
11. Are you enjoying the lockdown?,- Kind of. I get to spend time with my family and learn new TikTok dances. I’m loving listening to podcasts too.,999,f
12. What is the best thing about having to stay home?,- spending time with family,999,f
1. What is the Coronavirus?,Ray- me can't know.,999,m
2. Who is the president?,Ray- Mickey,999,m
3. How many days have we been in lockdown?,Ray- 3,999,m
4. Do you want to go back to school?,Ray- Yes (isn't in school ),999,m
5. Who is the first person you are going to hug when lockdown is over?,Ray- baby Ryder,999,m
6. Where is the first place you want to go?,Ray- mickey...,999,m
7. What do you think we can do to get rid of the Coronavirus?,Ray- me can't know.,999,m
8. Is mommy a good teacher?,Ray- Yes,999,m
9. How did the Coronavirus start?,Ray- me can't know,999,m
10. If you had to wear protective clothing to help you what would it be?,Ray- a dress,999,m
11. Are you enjoying the lockdown?,Ray- Yes,999,m
1. What is the Coronavirus?,Sickness.,999,f
2. Who is the president?,A doctor.,999,f
3. How many days have we been in lock down?,550 years!,999,f
4. Do you want to go back to school?,NO!,999,f
5. Who is the first person you are going to hug when lockdown is over?,Her boyfriend.,999,f
6. Where is the first place you want to go?,Hawaii!!,999,f
7. What do you think we can do to make the coronavirus go away?,By making it very windy like a tornado to take it away!,999,f
8. Is Mama a good teacher?,"No, you are!",999,f
9. How did the Coronavirus start?,By sickness people,999,f
"10. If you had to wear protective clothing to help you, what would it be?",A mask.,999,f
11. Are you enjoying the lockdown?,I am!!,999,f
12. What is the best thing about having to stay at home?,We get to stay with Einstein!,999,f
3. How many days have we been in lockdown?,“4” -Tatum,999,?
5. Who is the first person you are going to hug when lockdown is over?,“I don’t know “ -Teagan and Tatum,999,?
7. What do you think we can do to get rid of the Coronavirus?,“Pray” -Teagan and Tatum,999,?
1. What is the Coronavirus?,"“It’s a bug. It's a virus. Ok. Next Question!""",999,?
3. How many days have we been in lockdown?,"“Ummmm....90.""  ""At the end of this are you going to tell me if I was right or wrong? No 50...50."" "" Are you going to ask me some more questions",999,?
4. Do you want to go back to school?,"“No!"" ""A little bit.""",999,?
5. Who is the first person you are going to hug when lockdown is over?,"“Ummm probably all my friends. Actually No, Skylar and Sophie.""  Mom.. How many more questions",999,?
6. Where is the first place you want to go?,"“Skyzone!""",999,?
7. What do you think we can do to get rid of the Coronavirus?,"“Drink hot water and get fresher air and wash your hands and take a shower.""",999,?
8. Is mommy a good teacher?,"“Yes...Better than TJ!""",999,?
9. How did the Coronavirus start?,"“By by eating bats.""",999,?
10. If you had to wear protective clothing to help you what would it be?,"“Bubblewrap""",999,?
11. Are you enjoying lockdown?,"“yeee... kinda...yes.  A little bit.""",999,?
1. What is the Coronavirus?,E- I don't know...what?,999,?
2. Who is the president?,E- Mami,999,?
3. How many days have we been in lockdown?,E- 4,999,?
4. Do you want to go back to school?,E- No,999,?
5. Who is the first person you are going to hug when lockdown is over?,E- I don't know,999,?
6. Where is the first place you want to go?,E- The Mountains,999,?
7. What do you think we can do to get rid of the Coronavirus?,E- Spray it,999,?
8. Is mommy a good teacher?,E- Yes,999,?
9. How did the Coronavirus start?,E- Too many people in the world,999,?
10. If you had to wear protective clothing to help you what would it be?,E- Clothes,999,?
11. Are you enjoying the lockdown?,E- Yes,999,?
12. What is the best thing about having to stay home?,E- The best thing about staying home is playing Plants v. Zombies and Gang Beast,999,?
Answered by:,Mk,999,?
2. Who is the president?,TRUMP,999,?
3. How many days have we been in lockdown?,20.,999,?
5. Who is the first person you are going to hug when lockdown is over?,Jason ( Megan Love),999,?
7. What do you think we can do to get rid of the coronavirus?,Stay home,999,?
9. How did the Coronavirus start?,Because China made it.,999,?
"10. If you had to wear protective clothing to help you, what would it be?",Mask,999,?
11. Are you enjoying the lockdown?,No.,999,?
12. What is your favorite thing we do at home?,Watch tv.,999,?
1. What is the Coronavirus?,A disease,999,f
2. Who is the president?,Donald J. Trump,999,f
3. How many days have we been in lockdown?,About 2 months,999,f
5. Who is the first person you are going to hug when the virus is over?,Wyatt,999,f
6. Where is the first place you want to go?,The mall,999,f
7. What do you think we can do to get rid of the virus?,Wash your hands,999,f
8. Is Dad a good teacher?,Well yeah he is my dad,999,f
9. How did the Coronavirus start?,China,999,f
10. If you had to wear protective clothing to help you what would it be?,Shorts and t shirt,999,f
11. Are you enjoying the lockdown? (Time at home),No,999,f
12. What is your favorite thing about staying home?,Sleeping a lot,999,f
1. What is the Coronavirus?,W: It's a disease that nobody knows much about.,999,?
2. Who is the president?,W: Donald Trump,999,?
3. How many days have we been in quarantine?,"W: It feels like 100 days, but probably like 61 maybe?",999,?
4. Do you want to go back to school?,W: Mmmm... no.,999,?
5. Who is the first person you are going to hug when quarantine is over?,W: Probably Leila and Nathan and Amo and Papa.,999,?
6. Where is the first place you want to go?,W: I've always wanted to go to Florida. (He has been to Florida before.),999,?
7. What do you think we can do to get rid of the Coronavirus?,W: There's only one thing in my head... to not play with anybody?,999,?
8. Is mom a good teacher?,"W: Well, when she didn't get mad at me, yes.",999,?
9. How did the Coronavirus start?,W: No idea.,999,?
"10. If you had to wear protective clothing to help you, what would it be?",W: A glass ball. Everyone needs to be in a glass ball cuz then you could be with people and not get sick.,999,?
11. Are you enjoying the quarantine?,W: N. O.,999,?
12. What is your favorite thing we do at home?,W: So many fun things! I really like the hikes and scavenger hunts,999,?
1. What is the Coronavirus?,Laia: A virus that is going around.,999,f
2. Who is the president?,L: Donald J Trump,999,f
3. How many days have we been in lockdown?,L: 2 months,999,f
4. Do you want to go back to school?,L: Yes,999,f
5. Who is the first person you are going to hug when lockdown is over?,L: my teacher,999,f
6. Where is the first place you want to go?,L: Library and Grandma's house,999,f
7. What do you think we can do to get rid of the Coronavirus?,L: stay at home,999,f
8. Is mom a good homeschool teacher?,L: no,999,f
9. How did the Coronavirus start?,L: I think it's always been around.,999,f
10. If you had to wear protective clothing to help you what would it be?,"L: Sweat pants, long-sleeve, sweatshirt",999,f
11. Are you enjoying the lockdown?,No,999,f
1. What is the coronavirus?,- a virus some bat caused,999,?
2. Who is the president?,- Donald Trump,999,?
3. How many days have we been in lockdown?,- 3 months,999,?
4. Do you want to go back to school?,- no,999,?
5. Who is the first person you are going to hug when lockdown is over?,- my grandma,999,?
6. Where is the first place you want to go?,- racetrack,999,?
7. What do you think we can do to get rid of the Coronavirus?,- wash your hands,999,?
8. Is mom a good teacher?,- Jamie is the best teacher,999,?
9. How did the Coronavirus start?,* all 3 yelling * - someone ate a dang bat!!,999,?
10. If you had to wear protective clothing to help you what would it be?,- my underwear,999,?
11. Are you enjoying the lockdown?,- hell no,999,?
1. What is the Coronavirus?,I dunno,999,?
2. Who is the president?,Gidenna (this comes from PBS Kids Xavier Riddles Secret Museum),999,?
3. How many days have we been in lockdown?,18 hours,999,?
4. Do you want to go back to school?,N/A,999,?
5. Who is the first person you are going to hug when lockdown is over?,Jessie and Maria and Elliot and Grandma and grandpa,999,?
6. Where is the first place you want to go?,Papa and Grammys house,999,?
7. What do you think we can do to get rid of the Coronavirus?,God will heal it,999,?
8. Is mom a good homeschool teacher?,Yes,999,?
9. How did the Coronavirus start?,I dunno...how did it start?,999,?
10. If you had to wear protective clothing to help you what would it be?,A mask,999,?
3. How many days have we been in lockdown?,20 or 1000 Idk,999,?
5. Who is the first person you are going to hug when lockdown is over, My friend Robert,999,?
6. Where is the first place you want to go, airborne extreme,999,?
7. What do you think we can do to get rid of the coronavirus,stop going out and plant lots of trees..,999,?
8. Is mom a good teacher?,Yes very good.lol,999,?
9. How did the Coronavirus start?,I already answered that from people eating snakes,999,?
"10. If you had to wear protective clothing to help you, what would it be", Astronaut gear..LoL,999,?
11. Are you enjoying the lockdown?, Kinda,999,?
12. What is your favorite thing we do at home?,Having parties with my cousins next door..LoL,999,?
2. Who is the president?,I don't know,999,?
3. How many days have we been in lockdown?,14?,999,?
4. Do you want to go back to school?,No,999,?
5. Who is the first person you are going to hug when lockdown is over?,Nobody! Because nobody is my friend.,999,?
6. Where is the first place you want to go?,Bounce City,999,?
7. What do you think we can do to get rid of the Coronavirus?,Clean the Earth,999,?
8. Is mom a good teacher?,"No. I mean yes, kind of",999,?
9. How did the Coronavirus start?,Because we weren't cleaning the Earth,999,?
10. If you had to wear protective clothing to help you what would it be?,"Pajamas. Silky, nice warm",999,?
11. Are you enjoying lockdown?,Obviously no.,999,?
1. What is the COVID19?,I don’t know mom.,999,?
2. Who is the Prime Minister?,Mmmmmmmmmm.... Iris?,999,?
3. How many days have we been in lockdown?,"Umm, 15 days",999,?
4. Do you want to go back to school?,Yes because I’m really excited to be in grade one because I think it will be so fun.,999,?
5. Who is the first person you are going to hug when lockdown is over?,Everyone in my group. All my groups.,999,?
6. Where is the first place you want to go?,"Hmmmm, school shopping because I want a frozen 2 backpack.",999,?
7. What do you think we can do to get rid of the Coronavirus?,Spray it with water?,999,?
8. Is mommy/daddy a good teacher?,Yep,999,?
9. How did the Corona Virus start?,Ummmm hmmm this is a hard question. Because of the weather?!,999,?
"10. If you had to wear protective clothing to help you, what would it be?",Gloves and masks for over your mouth.,999,?
11. Are you enjoying lockdown?,No. Because I miss my friends and I want to be in grade one and go school,999,?
2. Do you know who the president is?,- Donald Trump,999,?
3. How many days have we been in lockdown,- Past 220 years,999,?
4. Do you want to go back to school/daycare?,-  Heck no!!,999,?
5. Who is the first person you’re going to hug when lockdown is over?,- Hudson,999,?
6. Where is the first place you want to go?,- Chuck E. Cheese!,999,?
7. What do you think we can do to get rid of the corona virus?,- we can get a job as a doctor and help everyone!,999,?
8. Am I a good teacher?,"- Yeah, but you give me hard questions",999,?
9. How did the corona virus start?,-2 high schoolers got shot then somebody got sick and gave everybody the Corona,999,?
10. If you had to wear protective clothing to help you what would you wear?,"- one of those yellow suits with the masks, it’s called a virus armor protection.",999,?
1. What is the Coronavirus?,I don’t know ? (I call it a sickness going around),999,f
2. Who is the president?,What president ? President of what? The principal?,999,f
3. How many days have we been in lockdown?,100 days,999,f
4. Do you want to go back to school?,Yes I miss school,999,f
5. Who is the first person you are going to hug when lockdown is over?,My teacher Mrs S,999,f
6. Where is the first place you want to go?,I want to go to school and hug my principal,999,f
7. What do you think we can do to get rid of the Coronavirus?,"We stop going to people houses, and don’t get close to them to say hi.",999,f
8. Is mom a good teacher?,Yes,999,f
9. How did the Coronavirus start?,Because some people get sick after I got my attendance award at school. (This was in March),999,f
10. If you had to wear protective clothing to help you what would it be?,A mask and a turtleneck,999,f
11. Are you enjoying the lockdown?,"No, because I miss school",999,f
1. What is the Coronavirus, A virus that makes people sick and spreading around the world! ￼,999,m
2. Who is the president, ￼ Donald Trump,999,m
3. How many days have we been in lockdown, A few months,999,m
4. Do you want to go back to school, Yes,999,m
5. Who is the first person you are going to hug when lockdown is over, My brothers ￼￼,999,m
6. Where is the first place you want go, Bobs Pizza,999,m
7. What do you think we can do to get rid of the Covid-19, ￼ Stay at home and not go anywhere unless we have to. So that germs don’t spread! ￼,999,m
8. Is your mom (or dad) a good teacher?,My mom of course!,999,m
9. How did the Coronavirus start, By people getting sick.,999,m
10. If you had to wear protective clothing to help you what would it be, A mask.,999,m
11. Are you enjoying the lockdown , No!,999,m
12. Are you scared of the Coronavirus, Yes!,999,m
13. Do you think you could get the Corona virus?,Possibly if we don’t do what were supposed to do.,999,m
1. What is the Coronavirus?,C: A virus that makes people sick.,999,m
2. Who is the president?,C: Donald Trump (I was honestly shocked he knew that - apparently he listens when we watch the news. Eek. ),999,m
3. How many days have we been on lockdown?,"C: I don’t know. 1,000? (Sounds right)",999,m
4. Do you want to go back to school?,"C: No, because I have to sit on the carpet for a long, long time. ()",999,m
5. Who is the first person you are going to hug when lockdown is over?,C: Luca (Kristina Bloss ),999,m
6. Where is the first place you want to go?,C: Cabin,999,m
7. What do you think we can do to get rid of the corona virus?,C: I don’t know. The internet? Destroy sick people just in case they turn into monsters or something. Shoot the virus or just live in a different place until the virus is done. (Ummmm .... he may be watching too much TV ),999,m
8. Is Mama a good teacher?,C: Yes. Because you help me with math. (Poor kid doesn’t realize he’s screwed once we’re out of the basics.),999,m
9. How did the Coronavirus start?,C: People weren’t washing their hands enough.,999,m
10. If you had to wear protective clothing to help you what would it be?,C: Hazmat suit (He knows what that is?!?!?! ),999,m
11. Are you enjoying the lockdown?,"C: Yeah because I don’t have to do as much work and my mom cooks me good food. (Let’s be honesty, we snack all day and that’s why he said that.)",999,m
12. What is the best thing about having to stay home?,C: Snuggling with my family.,999,m
1. What is the Coronavirus?,I don't know,999,?
2. Who is the president?,Don't know,999,?
3. How many days have we been in lockdown?,5 days,999,?
5. Who is the first person you are going to hug when lockdown is over?,Brinley,999,?
6. Where is the first place you want to go?,Chuckie cheese,999,?
7. What do you think we can do to get rid of the Coronavirus?,Take medicine,999,?
8. Is mom a good teacher?,No,999,?
9. How did the Coronavirus start?,When all the stuff (pollen) went to Keegan and kinzees house,999,?
10. If you had to wear protective clothing to help you what would it be?,A Dress,999,?
12. Are you scared of the Corona virus?,No,999,?
1. What is the coronavirus, A virus  (yes she rolled her eyes when I asked her),999,f
2. Who is the president, Donald Trump,999,f
3. How many days have we been in lockdown, Not a clue,999,f
4. Do you want to go back to school, Yes,999,f
5. Who is the first person you are going to hug when lockdown is over,  Halle,999,f
6. Where is the first place you want to go, Cedar Point,999,f
7. What do you think we can do to get rid of the Coronavirus," Stay home, wash your hands",999,f
8. Is mom a good teacher,  I do my own homework,999,f
9. How did the Coronavirus start," There are a lot of rumors, but the most common is that somebody ate a bat",999,f
10. If you had to wear protective clothing to help you what would it be, A mask,999,f
11. Are you enjoying the lockdown, No I miss my friends and surprisingly school,999,f
1. What is the Coronavirus?,It gets you sick and it makes you die,999,?
2. Who is the president?,Ummmm Landon?,999,?
3. How many days have we been in lockdown,I think for two months?,999,?
4. Do you want to go back to school?,YES YES YES,999,?
5. Who is the first person you are going to hug when “all this stuff” is over?,My friend from school Bahvia,999,?
6. Where is the first place you want to go?,Definitely back to school!,999,?
7. What do you think we can do to get rid of the Coronavirus?,Washing hands definitely,999,?
9. How did the Coronavirus start?,Someone eated a animal that was sick and then no one washed their hands,999,?
10. If you had to wear protective clothing to help you what would it be?,A specific virus coat that would protect me,999,?
11. Are you enjoying the lockdown?,Yeah because I can still go outside!,999,?
1. What is the Coronavirus?,Jamison: a disease,999,m
3. How many days have we been in quarantine?,J: 2 months,999,m
4. Do you want to go back to school?,J: No,999,m
6. Where is the first place you want to go?,J: North Carolina to see Rudy,999,m
7. What do you think we can do to get rid of the Coronavirus?,J: stay inside,999,m
8. Is your mom a good teacher?,J: absolutely not,999,m
10. If you had to wear protective clothing to help you what would it be?,"J: mask, gloves, a body suit",999,m
1. What is the Coronavirus?,“A sickness that someone started bc they ate a bat. ”,999,?
2. Who is the president?,“Donald Trump”,999,?
3. How many days have we been in lockdown?,“Ahhh about a month”,999,?
4. Do you want to go back to school?,“Sure. Yeah”,999,?
5. Who is the first person you are going to hug when the virus is over?,“Um.  I don’t know yet”,999,?
6. Where is the first place you want to go?,“Wrestling match”,999,?
7. What do you think we can do to get rid of the virus?,“Everyone wash their hands and take medicine if they have it. ”,999,?
8. Is mom a good teacher?,“My mom? No. (Laughing) not at all.”,999,?
9. How did the Coronavirus start?,“I already told you.  Someone ate a bat in China. ”,999,?
10. If you had to wear protective clothing to help you what would it be?,“One of those masks and a really long shirt and sweatshirt so It doesn’t hit me ”,999,?
11. Are you enjoying the lockdown? (Time at home),“Yeah. We got a PlayStation and school doesn’t.”,999,?
12. What is your favorite thing about staying home?,“PlayStation and orange pineapple soda from the ski place. ”,999,?
1. What is the Coronavirus?,Germs,999,?
1. What is the Coronavirus?,A sickness,999,f
3. How many days have we been in lockdown?,45 days,999,f
5. Who is the first person you are going to hug when the virus is over?,Mrs. Debra,999,f
6. Where is the first place you want to go?,Chinese buffet,999,f
7. What do you think we can do to get rid of the virus?,Stay home,999,f
8. Is mom a good teacher?,Yes!,999,f
9. How did the Coronavirus start?,Chinese people on a ship,999,f
10. If you had to wear protective clothing to help you what would it be?,Hazmat suite,999,f
11. Are you enjoying the lockdown? (Time at home),Uhh kinda,999,f
12. What is your favorite thing about staying home?,Watching tv,999,f
Answered by:  Kinzley,"May 16, 2020",999,f
1. What is the Coronavirus?,*makes a scared noise and covers head with a blanket,999,f
3. How many days have we been in lockdown?,"I don't really know, I forgot.",999,f
4. Do you want to go back to school?,No,999,f
5. Who is the first person you are going to hug when lockdown is over?,Savannah,999,f
6. Where is the first place you want to go?,The park/playground,999,f
7. What do you think we can do to get rid of the coronavirus?,Stay home,999,f
8. Is mom a good teacher?,Mamaw too.,999,f
9. How did the Coronavirus start?,In China,999,f
10. If you had to wear protective clothing to help you what would it be?,Ok...I do not know that question.,999,f
11. Are you enjoying the lockdown?,Yes and No,999,f
1. What is the Coronavirus?,"Oh ya, it’s something that makes you sick",999,m
2. Who is the president?,Donald Trump (sniker),999,m
3. How many days have we been in lockdown?,20 days,999,m
4. Do you want to go back to school?,No because I like hanging out with my family more.,999,m
5. Who is the first person you are going to hug when lockdown is over?,Benjamin - because every time I leave he pretty much gives me a hug,999,m
6. Where is the first place you want to go?,Chucke Cheese,999,m
7. What do you think we can do to get rid of the Coronavirus?,Destroy the planet called Coronavirus - because Coronavirus looks like a planet on “Siri”,999,m
8. Is mommy a good teacher?,"Long pause.... a little bit, but not really, because you made me sad when you teached me.",999,m
9. How did the corona virus start?,Because everybody was sick,999,m
10. Are you enjoying lockdown?,No because I want to see all of my friends.,999,m
1. What is the Coronavirus?,C-a virus that caused a world pandemic,999,?
2. Who is the president?,C- Donald Trump,999,?
3. How many days have we been in quarantine?,C-59,999,?
4. Do you want to go back to school?,C-No but I want to see my friends,999,?
5. Who is the first person you are going to hug when this is over?,C- Good Question- probably Jolean cause she gives a good hug Stephanie James,999,?
6. Where is the first place you want to go when this is over?,C- Busch Gardens,999,?
7. What do you think we can do to get rid of the Coronavirus?,C-Stay home,999,?
8. Are your Mommy and Daddy good teachers?,C- sometimes,999,?
9. How did the Coronavirus start?,C- people ate bat soup,999,?
"10. If you had to wear protective clothing to help you, what would it be?",C- face mask and gloves,999,?
11. Are you enjoying the “quarantine?”,C- sometimes,999,?
"Ask your children the questions and have a giggle, not only now but in a memory a year from now:",Answered by:,999,?
1. What is the Coronavirus?,Bat Soup,999,m
2. Who is the president?,Dave,999,m
3. How many days have we been in lockdown?,5￼million hundred days,999,m
5. Who is the first person you are going to hug when lockdown is over?,Felicia,999,m
6. Where is the first place you want to go?,Amigos,999,m
7. What do you think we can do to get rid of the Coronavirus?,Throw a party,999,m
8. Is mom a good teacher?,Yes,999,m
9. How did the Coronavirus start?,Eating bat soup and by spreading it people to people,999,m
"10. If you had to wear protective clothing to help you, what would it be?",A swimming suit,999,m
12. What is your favorite thing we do at home?,Drive my toy car,999,m
1. What is the Coronavirus?,Tripp: what Coronavirus? ( obviously he’s been living under a rock),999,m
2. Who is the president?,"Tripp: Mmm, I don’t know",999,m
3. How many days have we been in lockdown?,Tripp: 100,999,m
4. Who is the first person you are going to hug when lockdown is over?,Tripp: Will,999,m
6. Where is the first place you want to go?,Tripp: CFA,999,m
7. What do you think we can do to get rid of the Coronavirus?,Tripp: get medicine,999,m
8. How did the Coronavirus start?,Tripp: because the TV was on (),999,m
"9. If you had to wear protective clothing to help you, what would it be?",Tripp: Star Wars clothes,999,m
10. Are you enjoying the lockdown?,Tripp: Yeah,999,m
11. What is your favorite thing we do at home?,Tripp: play outside,999,m
1. What is the Coronavirus?,W: It's a disease that nobody knows much about.,999,m
2. Who is the president?,W: Donald Trump,999,m
3. How many days have we been in quarantine?,"W: It feels like 100 days, but probably like 61 maybe?",999,m
4. Do you want to go back to school?,W: Mmmm... no.,999,m
5. Who is the first person you are going to hug when quarantine is over?,W: Probably Leila and Nathan and Amo and Papa.,999,m
6. Where is the first place you want to go?,W: I've always wanted to go to Florida. (He has been to Florida before.),999,m
7. What do you think we can do to get rid of the Coronavirus?,W: There's only one thing in my head... to not play with anybody?,999,m
8. Is mom a good teacher?,"W: Well, when she didn't get mad at me, yes.",999,m
9. How did the Coronavirus start?,W: No idea.,999,m
"10. If you had to wear protective clothing to help you, what would it be?",W: A glass ball. Everyone needs to be in a glass ball cuz then you could be with people and not get sick.,999,m
11. Are you enjoying the quarantine?,W: N. O.,999,m
12. What is your favorite thing we do at home?,W: So many fun things! I really like the hikes and scavenger hunts,999,m
1. What is the Coronavirus?,A virus that we really need to protect old people from because it can kill them.,999,?
2. Who is the president?,Pluto,999,?
3. How many days have we been in lockdown?,Since March,999,?
5. Who is the first person you are going to hug when lockdown is over?,"Everyone... if I saw just one person, it will hurt other people’s feelings",999,?
6. Where is the first place you want to go?,Vacation- Dominicans Republic,999,?
7. What do you think we can do to get rid of the Coronavirus?,Make people better but I don’t know how to do that since I can’t go anywhere. I am NOT going to work with you.,999,?
8. Is mom a good teacher?,"Well you are a good teacher, but kinda bad because you make me do my homework.",999,?
9. How did the Coronavirus start?,Oh that’s a tricky one. When a lot of people started getting sick.,999,?
10. If you had to wear protective clothing to help you what would it be?,"Mask, googles, and doctor stuff",999,?
11. Are you enjoying the lockdown?,Kinda but not really,999,?
1. What is the Corona virus?,Um germs.,999,f
2. Who is the prime minister?,Um don’t know.,999,f
3. How many days have we been in lockdown?,10 days.,999,f
4. Do you want to go back to school/nursery?,"Mm no, not yet.",999,f
5. Who is the first person you are going to hug when lockdown is over?,Nana,999,f
6. Where is the first place you want to go?,"Um, Walmart",999,f
7. What do you think we can do to get rid of the Corona virus?,Um don’t know.,999,f
8. Is mommy a good teacher ?,Maybe,999,f
9. How did the Corona Virus start?,Don’t know,999,f
10. If you had to wear protective clothing to help you what would it be?,"Clothes, a sweater",999,f
11. Are you enjoying lockdown?,No,999,f
1. What is the coronavirus?,the sickness,999,f
1. What is the Coronavirus,Covid 19,999,f
2. Who is the president,President Trump,999,f
3. How many days have we been in lockdown,"That’s a hard one!! 10,000",999,f
4. Do you want to go back to school,Kind of,999,f
5. Who is the first person you are going to hug when lockdown is over,Cali,999,f
6. Where is the first place you want to go,Disneyland! And Knotts Berry Farm!,999,f
7. What do you think we can do to get rid of the Coronavirus?,Stay home until it gets over.  And wash your hands!,999,f
8. Are your parents good teachers?,Yes!,999,f
9. How did the Coronavirus start?,So people were sick and they were spreading it.,999,f
10. If you had to wear protective clothing to help you what would it be?,A mask and a suit because I don’t want coronavirus all over me!,999,f
11. Are you enjoying lockdown?,No. Because I don’t get to go to Disneyland and I don’t get to go to fun school.,999,f
1.What is the coronavirus?,A virus,999,?
3. How long have we been in lockdown?,11 years,999,?
4.Who's the first person you will hug when lockdown ends?,Savannah,999,?
5. Do you want to go back to school?,No,999,?
6. Where is the first place you want to go?,To the pirate playground with Savannah,999,?
7. What do you think we can do to get rid of the coronavirus?,Make sure not to spread it,999,?
8. Do you think mommy and daddy are good teachers?,"Uhhh, well...they yell at me",999,?
9. How did the coronavirus start?,From bats and people eating electric and bats,999,?
"10. If you had to wear protective clothing to help you, what would it be?","It would be that I would wear face masks, gloves, a suitcase, leaves, a snowsuit and a unicorn on my head",999,?
11. Are you enjoying lockdown?,"Uhhhh no, because I can’t see SAvannah and every park’s closed.",999,?
12. What is the best thing about having to stay at home?,That we don’t have to rush places,999,?
1. What is the Coronavirus?,Bullshit,999,m
3. How many days have we been in lockdown?,too long,999,m
4. Do you want to go back to school?,yes,999,m
5. Who is the first person you want to hug after lockdown is over?,no one,999,m
6. Where is the first place you want to go?,motorcycle dealer,999,m
7. What do you think we can do to get rid of the Coronavirus?,lock up & shut up,999,m
8. Was Mommy a good teacher when she was homeschooling you?,yes,999,m
10. If you had to wear protective clothing to help protect you what would you wear?,full face gas mask & hazmat suit,999,m
11. Are you enjoying lockdown?,no.,999,m
1. What is the Coronavirus?,L- makes people germs and then you spread it,999,f
2. Who is the president?,L- I don’t know. King Grissel,999,f
3. How many days have we been in quarantine?,L- 15 days,999,f
4. Do you want to go back to school?,L- uh yeah. I just want to see my friends and have fun with them,999,f
5. Who is the first person you are going to hug when lockdown is over?,L-Miss Haugen (his teacher),999,f
6. Where is the first place you want to go?,L- school,999,f
7. What do you think we can do to get rid of the Coronavirus?,L- stay at home,999,f
8. Is mommy a good teacher?,L- yeah. She learned how to teach.,999,f
9. How did the Coronavirus start?,L- in China,999,f
10. If you had to wear protective clothing to help you what would it be?,L- mask,999,f
11. Are you enjoying the lockdown?,L- No,999,f
1. What is the Coronavirus?,H: I do not know something you can die from,999,?
2. Who is the president?,H:Donald Trump,999,?
3. How many days have we been on lockdown?,H:a lot,999,?
4. Do you want to go back to school?,H: yes,999,?
5. Who is the first person you are going to hug when lockdown is over?,"H:piper and Parker, Keira and Annabelle",999,?
6. Where is the first place you want to go?,H: Melanie Watson and Dougs house,999,?
7. What do you think we can do to get rid of the corona virus?,H: stop eating bat wings,999,?
8. Is Mama a good teacher?,H: yes,999,?
9. How did the Coronavirus start?,H:people eating bat wings,999,?
10. If you had to wear protective clothing to help you what would it be?,H: body suit that has a balloon and stuff,999,?
11. Are you enjoying the lockdown?,H: NO,999,?
12. What is the best thing about having to stay home?,H: having fun with my family,999,?
1. What is the Coronavirus,  It gets you sick,999,m
2. Who is the president, Donald Trump,999,m
3. How many days have we been in lockdown, One thousand days,999,m
4. Do you want to go back to school," Hmm, nah",999,m
5. Who is the first person you are going to hug when lockdown is over,  Benny (Kelsey Gordon),999,m
6. Where is the first place you want to go, To the Great Wolf Lodge,999,m
7. What do you think we can do to get rid of the Coronavirus, Stay home,999,m
8. Are mommy and daddy good teachers, Yeah,999,m
9. How did the Coronavirus start, I guess when we moved into our new house,999,m
10. If you had to wear protective clothing to help you what would it be, A Mario shirt!,999,m
11. Are you enjoying lockdown," Uh, yeah",999,m
1. What is the Coronavirus?,* A really bad disease,999,m
2. Who is the president?,* Donald Trump,999,m
3. How many days have we been in lockdown?,* 3 months,999,m
4. Do you want to go to school?,* NOPE! No to being homeschooled by me though,999,m
5. Who is the first person you are going to hug when lockdown is over?,* probably Ashli Stroyan,999,m
6. Where is the first place you want to go?,* Mini golf,999,m
7. What do you think we can do to get rid of the Coronavirus?,* make trump say the virus is gone forever,999,m
8. Is Mom a good teacher?,* kinda,999,m
9. How did the coronavirus start?,* a bat that came from a laboratory,999,m
10. Are you enjoying lockdown?,* Kinda,999,m
11. What would you like to say to the coronavirus?,* It sucks and I want to be ￼ released,999,m
1. What is the Coronavirus, Some type of flu,999,m
3. How many days have we been in lockdown, Probably 49,999,m
4. Do you want to go back to school," No, well maybe to the playground just to see my friends and my teacher mrs.Vaughn Shawna Knuckles Vaughn",999,m
5. Who is the first person you are going to hug when lockdown is over, I'm still hugging people I wanna hug,999,m
6. Where is the first place you want to go, The beach,999,m
7. What do you think we can do to get rid of the Coronavirus, Stay inside,999,m
8. Is mommy a good teacher,  A little bit,999,m
